time,uterus
22.992237,3.836151
23.119266,3.836151
23.246295,3.836151
23.373324,4.616385
23.500353,4.616385
23.627382,4.616385
23.754411,4.616385
23.88144,5.786736
24.008469,5.786736
24.135498,6.56697
24.262526,6.56697
24.389555,6.56697
24.516584,6.56697
24.643613,6.56697
24.770642,6.56697
24.897671,7.282185
25.0247,7.282185
25.151729,7.412224
25.278758,7.412224
25.405787,7.412224
25.532816,7.412224
25.659845,7.412224
25.786874,7.412224
25.913903,7.412224
26.040932,7.412224
26.16796,7.412224
26.294989,7.412224
26.422018,7.412224
26.549047,7.412224
26.676076,7.412224
26.803105,7.412224
26.930134,7.412224
27.057163,7.412224
27.184192,7.412224
27.311221,7.412224
27.43825,7.412224
27.565279,7.412224
27.692308,7.412224
27.819337,7.412224
27.946366,7.412224
28.073394,7.412224
28.200423,7.412224
28.327452,7.412224
28.454481,7.412224
28.58151,7.412224
28.708539,7.412224
28.835568,7.412224
28.962597,7.412224
29.089626,7.412224
29.216655,7.412224
29.343684,7.412224
29.470713,7.412224
29.597742,7.412224
29.724771,7.412224
29.8518,7.412224
29.978829,7.412224
30.105857,7.412224
30.232886,7.412224
30.359915,7.412224
30.486944,7.412224
30.613973,7.412224
30.741002,7.412224
30.868031,7.412224
30.99506,7.412224
31.122089,7.412224
31.249118,7.412224
31.376147,7.412224
31.503176,7.412224
31.630205,7.412224
31.757234,7.412224
31.884263,7.412224
32.011291,7.412224
32.13832,7.412224
32.265349,7.412224
32.392378,7.412224
32.519407,6.63199
32.646436,6.63199
32.773465,6.63199
32.900494,6.63199
33.027523,6.63199
33.154552,6.63199
33.281581,6.63199
33.40861,6.63199
33.535639,5.851756
33.662668,5.851756
33.789697,5.851756
33.916725,5.851756
34.043754,5.721717
34.170783,5.721717
34.297812,5.526658
34.424841,5.461638
34.55187,5.461638
34.678899,5.461638
34.805928,5.461638
34.932957,5.461638
35.059986,5.461638
35.187015,5.461638
35.314044,5.721717
35.441073,5.721717
35.568102,5.721717
35.695131,5.721717
35.822159,6.371912
35.949188,6.371912
36.076217,6.371912
36.203246,6.371912
36.330275,6.371912
36.457304,6.371912
36.584333,6.371912
36.711362,6.371912
36.838391,6.371912
36.96542,6.371912
37.092449,6.371912
37.219478,6.371912
37.346507,6.371912
37.473536,6.371912
37.600565,6.371912
37.727594,6.371912
37.854622,6.371912
37.981651,6.371912
38.10868,6.371912
38.235709,6.371912
38.362738,6.371912
38.489767,6.371912
38.616796,6.371912
38.743825,6.371912
38.870854,6.371912
38.997883,6.371912
39.124912,6.371912
39.251941,6.371912
39.37897,5.981795
39.505999,5.981795
39.633028,5.721717
39.760056,5.721717
39.887085,5.591678
40.014114,5.591678
40.141143,5.461638
40.268172,5.461638
40.395201,5.20156
40.52223,5.20156
40.649259,4.681404
40.776288,4.681404
40.903317,4.681404
41.030346,4.681404
41.157375,4.681404
41.284404,4.681404
41.411433,4.681404
41.538462,4.681404
41.66549,4.681404
41.792519,4.681404
41.919548,4.681404
42.046577,4.681404
42.173606,4.681404
42.300635,4.681404
42.427664,4.681404
42.554693,4.681404
42.681722,4.681404
42.808751,4.681404
42.93578,4.681404
43.062809,4.681404
43.189838,4.681404
43.316867,4.681404
43.443896,4.811443
43.570924,4.811443
43.697953,4.811443
43.824982,4.811443
43.952011,4.811443
44.07904,4.811443
44.206069,4.811443
44.333098,4.811443
44.460127,4.681404
44.587156,4.681404
44.714185,4.421326
44.841214,4.421326
44.968243,4.031209
45.095272,4.031209
45.222301,3.706112
45.34933,3.706112
45.476359,3.641092
45.603387,3.641092
45.730416,3.641092
45.857445,3.641092
45.984474,3.641092
46.111503,3.641092
46.238532,3.641092
46.365561,3.641092
46.49259,3.641092
46.619619,3.641092
46.746648,3.641092
46.873677,3.641092
47.000706,3.641092
47.127735,3.641092
47.254764,3.641092
47.381793,3.641092
47.508821,3.641092
47.63585,3.641092
47.762879,3.641092
47.889908,3.641092
48.016937,3.641092
48.143966,3.641092
48.270995,3.641092
48.398024,3.641092
48.525053,3.055917
48.652082,3.055917
48.779111,2.925878
48.90614,2.925878
49.033169,2.795839
49.160198,2.795839
49.287227,2.6658
49.414255,2.6658
49.541284,2.535761
49.668313,2.535761
52.589979,3.120936
52.717008,3.120936
52.844037,4.551365
52.971066,4.551365
53.098095,4.551365
53.225124,4.551365
53.352152,4.551365
53.479181,4.551365
53.60621,6.371912
53.733239,6.371912
53.860268,7.022107
53.987297,7.022107
54.114326,7.282185
54.241355,7.282185
54.368384,7.542263
54.495413,7.542263
54.622442,7.542263
54.749471,7.542263
54.8765,7.542263
55.003529,7.542263
55.130558,7.542263
59.195483,7.347204
59.322512,7.347204
59.449541,7.347204
59.57657,7.347204
59.703599,7.347204
59.830628,7.347204
59.957657,7.347204
60.084686,7.347204
60.211715,6.63199
60.338744,6.63199
60.465773,6.63199
60.592802,6.63199
60.719831,6.63199
60.84686,6.63199
60.973888,6.63199
61.100917,6.56697
61.227946,6.56697
61.354975,6.56697
61.482004,6.56697
61.609033,6.56697
61.736062,6.56697
61.863091,6.56697
61.99012,6.56697
62.117149,6.56697
62.244178,6.56697
62.371207,6.56697
62.498236,6.56697
62.625265,6.56697
62.752294,6.56697
62.879323,6.56697
63.006351,6.56697
63.387438,10.966905
63.514467,10.966905
63.641496000000004,10.966905
63.768525000000004,10.966905
63.895554000000004,10.966905
64.022582,10.966905
64.14961100000001,10.966905
64.27664,10.966905
64.40366900000001,10.966905
64.530698,10.966905
64.65772700000001,10.966905
64.784756,10.966905
64.91178500000001,10.966905
65.038814,10.966905
65.165843,10.966905
65.292872,10.966905
65.419901,10.966905
65.54693,10.966905
65.673959,10.966905
65.800988,10.966905
65.928016,11.74562
66.055045,11.74562
66.182074,12.134977
66.30910300000001,12.134977
66.436132,12.134977
66.56316100000001,12.134977
66.69019,12.134977
66.81721900000001,12.134977
66.944248,12.134977
67.07127700000001,12.134977
67.198306,12.134977
67.325335,12.134977
67.452364,12.134977
67.579393,12.134977
67.706422,12.134977
67.833451,12.134977
67.960479,12.134977
68.087508,12.134977
68.214537,12.134977
68.341566,12.134977
68.46859500000001,12.134977
68.595624,12.134977
68.72265300000001,12.134977
68.849682,12.134977
68.97671100000001,12.134977
69.10374,12.134977
69.23076900000001,12.134977
69.357798,12.134977
69.484827,12.134977
69.611856,12.134977
69.738885,12.134977
69.865913,12.134977
69.992942,12.134977
70.119971,12.134977
70.247,12.134977
70.37402900000001,12.134977
70.501058,12.134977
70.62808700000001,12.134977
70.755116,12.134977
70.88214500000001,12.134977
71.009174,12.134977
71.136203,12.134977
71.263232,12.134977
71.39026100000001,12.134977
71.51729,12.134977
71.644319,12.134977
71.771347,12.134977
71.898376,12.134977
72.025405,12.134977
72.152434,12.134977
72.279463,12.134977
72.406492,12.134977
72.53352100000001,12.134977
72.66055,12.134977
72.78757900000001,12.134977
72.914608,12.134977
73.04163700000001,12.134977
73.168666,12.134977
73.295695,12.134977
73.422724,12.134977
73.54975300000001,12.134977
73.676781,12.134977
73.80381,12.134977
73.930839,12.134977
74.057868,12.134977
74.184897,12.134977
74.311926,12.134977
74.438955,12.134977
74.565984,12.134977
74.69301300000001,12.134977
74.820042,12.134977
74.94707100000001,12.134977
75.0741,12.134977
75.20112900000001,12.134977
75.328158,12.134977
75.455187,12.134977
75.582216,12.134977
75.709244,12.134977
75.836273,12.134977
75.963302,12.134977
76.090331,12.134977
76.21736,12.134977
76.344389,12.134977
76.471418,12.134977
76.59844700000001,12.134977
76.725476,12.134977
76.85250500000001,12.264763
76.979534,12.264763
77.10656300000001,12.264763
77.233592,12.264763
77.36062100000001,12.264763
77.48765,12.264763
77.614678,12.264763
77.741707,12.264763
77.868736,12.264763
77.995765,12.264763
78.122794,12.264763
78.249823,12.264763
78.376852,12.134977
78.503881,12.134977
78.884968,11.356262
79.01199700000001,11.356262
79.139026,12.134977
79.266055,12.134977
79.393084,12.134977
79.520112,12.134977
79.647141,12.134977
79.77417,12.134977
79.901199,12.134977
80.028228,12.134977
80.155257,12.134977
80.282286,12.134977
80.409315,12.134977
80.536344,12.134977
80.663373,12.134977
80.790402,12.134977
80.917431,12.134977
81.04446,12.134977
81.17148900000001,11.356262
81.298518,11.356262
81.425546,11.356262
81.552575,11.356262
81.679604,11.356262
81.806633,11.356262
81.933662,11.226476
82.060691,11.226476
87.776993,10.966905
87.904022,10.966905
88.031051,10.966905
88.15808,10.966905
88.285109,10.966905
88.412138,10.966905
88.539167,10.966905
88.666196,10.966905
88.793225,10.966905
88.920254,10.966905
89.04728300000001,10.966905
89.174311,10.966905
89.30134000000001,10.966905
89.428369,10.966905
92.858151,8.371188
92.98518,8.371188
93.11220800000001,8.371188
93.239237,8.371188
93.366266,8.371188
93.493295,8.371188
93.62032400000001,8.371188
93.747353,8.371188
93.874382,8.241402
94.001411,8.241402
94.12844,8.241402
94.255469,8.241402
94.382498,8.241402
94.509527,8.241402
94.636556,8.241402
94.763585,8.241402
94.890614,8.241402
95.017642,8.241402
95.144671,8.241402
95.27170000000001,8.241402
95.398729,8.241402
95.525758,8.241402
95.652787,8.241402
95.77981600000001,8.241402
95.906845,8.241402
96.033874,8.241402
96.160903,8.241402
96.28793200000001,8.241402
96.414961,8.241402
96.54199,8.241402
100.60691600000001,8.241402
100.733945,8.241402
100.860973,8.241402
100.988002,8.241402
101.115031,8.241402
101.24206000000001,8.241402
101.369089,8.241402
101.496118,8.241402
101.623147,8.241402
101.75017600000001,8.241402
101.877205,8.241402
102.004234,8.241402
102.131263,8.241402
102.25829200000001,8.241402
102.385321,8.241402
102.51235,8.241402
102.639379,8.241402
102.766407,8.241402
102.89343600000001,8.241402
103.020465,8.241402
103.147494,8.241402
103.274523,8.241402
103.40155200000001,8.241402
103.528581,8.241402
103.65561,8.241402
103.782639,8.241402
103.90966800000001,8.241402
104.036697,7.462687
104.163726,7.462687
104.290755,7.462687
104.41778400000001,7.462687
104.544813,7.462687
104.671841,7.462687
104.79887,7.462687
104.925899,7.462687
105.05292800000001,7.462687
105.179957,7.462687
108.101623,10.966905
108.22865200000001,10.966905
108.355681,10.966905
108.48271,10.966905
108.609738,10.966905
108.736767,10.966905
108.86379600000001,10.966905
108.990825,10.966905
109.117854,10.966905
109.244883,10.966905
109.37191200000001,10.966905
109.498941,10.966905
109.62597,10.966905
109.752999,10.966905
110.642201,11.875406
110.76923,11.875406
110.896259,12.134977
111.02328800000001,12.134977
111.150317,12.134977
111.277346,12.134977
111.404375,12.134977
111.53140400000001,12.134977
111.658433,12.134977
111.785462,12.134977
111.912491,11.356262
112.03952000000001,11.356262
112.166549,11.356262
112.293578,11.356262
112.42060599999999,11.356262
112.547635,11.356262
112.674664,11.226476
112.801693,11.226476
112.928722,11.226476
113.055751,11.226476
113.18278000000001,11.226476
113.309809,11.226476
113.436838,11.356262
113.563867,11.356262
113.69089600000001,11.356262
113.817925,11.356262
113.944954,11.356262
114.071983,11.356262
114.19901200000001,11.356262
114.32604,11.356262
115.469301,10.966905
115.59633,10.966905
115.723359,11.09669
115.85038800000001,11.09669
115.977417,11.09669
116.104446,11.09669
116.231475,11.09669
116.358503,11.09669
116.485532,11.09669
116.612561,11.09669
118.00988000000001,10.966905
118.136909,10.966905
118.263937,10.966905
118.39096599999999,10.966905
118.517995,10.966905
118.645024,10.966905
118.772053,10.966905
118.89908199999999,10.966905
119.026111,10.966905
119.15314000000001,10.966905
119.280169,10.966905
119.407198,10.966905
119.534227,10.966905
119.66125600000001,10.966905
119.788285,10.966905
119.915314,10.966905
120.042343,11.74562
120.16937100000001,11.74562
120.2964,11.74562
120.423429,11.74562
120.55045799999999,11.74562
120.677487,11.74562
120.804516,11.74562
120.931545,11.74562
121.058574,11.74562
121.185603,11.74562
121.31263200000001,11.356262
121.439661,11.356262
121.56669,11.356262
121.693719,11.356262
121.82074800000001,11.356262
121.947777,11.356262
122.074805,11.356262
122.201834,11.356262
122.32886300000001,11.356262
122.455892,11.356262
122.582921,11.356262
122.70994999999999,11.356262
122.836979,11.356262
122.964008,11.356262
123.091037,11.356262
123.218066,11.356262
123.345095,11.356262
123.47212400000001,11.356262
123.599153,11.356262
123.726182,11.356262
123.853211,11.356262
123.98023900000001,11.356262
124.107268,11.356262
124.234297,11.356262
124.361326,11.356262
124.48835500000001,11.356262
124.615384,11.356262
124.742413,11.356262
124.86944199999999,11.356262
124.996471,11.356262
125.1235,11.356262
125.250529,11.356262
125.377558,11.356262
125.504587,11.356262
125.63161600000001,11.356262
125.758645,11.356262
125.885674,11.226476
126.012702,11.226476
126.13973100000001,11.226476
126.26676,11.226476
126.393789,11.356262
126.520818,11.356262
126.647847,11.356262
126.774876,11.356262
126.901905,11.356262
127.02893399999999,11.356262
127.15596300000001,11.356262
127.28299200000001,11.356262
127.410021,11.356262
127.53705,11.356262
127.66407900000002,12.134977
127.79110800000001,12.134977
127.918136,12.264763
128.045165,12.264763
128.172194,12.264763
128.299223,12.264763
128.426252,12.264763
128.553281,12.264763
128.68031,12.264763
128.807339,12.264763
128.934368,11.875406
129.061397,11.875406
129.188426,11.486048
129.31545500000001,11.486048
129.442484,11.356262
129.569513,11.356262
129.696542,11.226476
129.82357,11.226476
131.220889,8.500973
131.347918,8.500973
131.47494700000001,8.500973
131.601976,8.500973
131.729004,8.500973
131.856033,8.500973
131.983062,8.500973
132.110091,8.500973
132.23712,8.241402
132.364149,8.241402
132.491178,8.111616
132.618207,8.111616
132.745236,7.722258
132.872265,7.722258
132.999294,7.592472
133.126323,7.592472
133.253352,7.203115
133.380381,7.203115
133.50741,7.073329
133.63443900000001,7.073329
133.761467,6.813757
133.888496,6.813757
134.015525,6.4244
134.142554,6.4244
134.269583,6.294614
134.396612,6.294614
134.523641,6.035042
134.65067,6.035042
134.777699,6.035042
134.904728,6.035042
135.031757,6.035042
135.158786,6.035042
135.285815,6.035042
135.412844,6.035042
135.539873,5.905256
135.666901,5.905256
135.79393,6.035042
135.920959,6.035042
136.047988,6.035042
136.175017,6.035042
136.302046,6.035042
136.429075,6.035042
136.556104,6.035042
136.683133,6.035042
136.810162,6.035042
136.937191,6.035042
137.06422,6.035042
137.191249,6.035042
137.318278,5.905256
137.445307,5.905256
137.572335,6.035042
137.699364,6.035042
137.826393,6.294614
137.953422,6.294614
138.080451,6.554186
138.20748,6.554186
138.334509,6.683971
138.461538,6.683971
138.588567,6.683971
138.715596,6.683971
138.842625,7.332901
138.969654,7.332901
139.096683,7.332901
139.223712,7.332901
139.350741,7.332901
139.477769,7.332901
139.604798,7.332901
139.731827,7.332901
148.496824,10.966905
148.623853,10.966905
148.750882,11.09669
148.877911,11.09669
149.00494,11.09669
149.131969,11.09669
149.258997,11.09669
149.38602600000002,11.09669
149.513055,11.09669
149.640084,11.09669
149.767113,11.09669
149.89414200000002,11.09669
150.021171,10.966905
150.1482,10.966905
151.037403,12.005191
151.164431,12.005191
151.29146,12.264763
151.418489,12.264763
151.54551800000002,12.394549
151.672547,12.394549
151.799576,13.043478
151.926605,13.043478
152.053634,13.043478
152.180663,13.043478
152.307692,13.043478
152.434721,13.043478
152.56175,13.043478
152.688779,13.043478
152.815808,13.043478
152.942837,13.043478
153.069865,12.913692
157.896965,12.005191
158.02399400000002,12.005191
158.151023,12.264763
158.278052,12.264763
158.405081,12.264763
158.53211,12.264763
158.659139,12.264763
158.786168,12.264763
158.913196,12.264763
159.040225,12.264763
159.167254,12.134977
159.294283,12.134977
159.421312,12.134977
159.548341,12.134977
159.802399,11.615834
159.929428,11.615834
160.056457,11.615834
161.199717,11.74562
161.326746,11.74562
161.453775,12.134977
161.580804,12.134977
161.707833,12.134977
161.83486200000002,12.134977
161.961891,12.913692
162.08892,12.913692
162.215949,12.913692
162.342978,12.913692
162.470007,12.913692
162.597036,12.913692
162.724064,13.043478
162.851093,13.043478
162.978122,13.30305
163.105151,13.30305
163.23218,13.562622
163.359209,13.562622
163.48623800000001,13.951979
163.613267,13.951979
163.740296,14.211551
163.867325,14.211551
163.99435400000002,14.341337
164.121383,14.341337
164.248412,14.730694
164.375441,14.730694
164.50247,15.120052
164.629498,15.120052
164.756527,15.120052
164.883556,15.120052
165.010585,15.120052
165.137614,15.120052
165.264643,15.120052
165.391672,15.120052
165.518701,14.990266
165.64573000000001,14.990266
165.772759,14.341337
165.899788,14.341337
166.026817,13.692408
166.15384600000002,13.692408
166.280875,13.30305
166.407904,13.30305
166.534933,13.30305
166.661961,13.30305
166.78899,13.432836
166.916019,13.432836
167.043048,13.432836
167.170077,13.432836
167.297106,13.432836
167.424135,13.432836
167.551164,13.432836
167.678193,13.432836
167.80522200000001,13.432836
167.932251,13.432836
168.05928,13.30305
168.186309,13.30305
168.31333800000002,13.30305
168.440367,13.30305
168.567395,12.783907
168.694424,12.783907
168.821453,12.524335
168.948482,12.524335
169.075511,12.394549
169.20254,12.394549
169.329569,12.264763
169.456598,12.264763
169.583627,12.005191
169.710656,12.005191
169.837685,11.486048
169.96471400000001,11.486048
170.091743,11.356262
170.218772,11.356262
170.345801,12.264763
170.472829,12.264763
170.599858,12.264763
170.726887,12.264763
170.853916,12.264763
170.980945,12.264763
171.107974,12.264763
171.235003,12.264763
171.362032,12.264763
171.489061,12.264763
171.61609,12.264763
171.743119,12.264763
171.870148,12.264763
171.997177,12.264763
172.12420600000002,12.134977
172.251235,12.134977
172.378263,12.264763
172.505292,12.264763
172.632321,12.394549
172.75935,12.394549
172.886379,12.394549
173.013408,12.394549
173.140437,13.432836
173.267466,13.432836
173.394495,13.692408
173.521524,13.692408
173.648553,14.081765
173.775582,14.081765
173.902611,14.081765
174.02964,14.081765
174.156669,14.081765
174.28369800000002,14.081765
174.410726,14.081765
174.537755,14.081765
174.664784,14.081765
174.791813,14.081765
174.918842,14.081765
175.045871,14.081765
175.1729,14.081765
175.299929,14.081765
175.426958,13.173264
175.553987,13.173264
175.681016,12.783907
175.808045,12.783907
175.93507400000001,12.524335
176.062103,12.524335
176.189132,12.134977
176.31616,12.134977
176.443189,12.134977
176.570218,12.134977
176.697247,12.134977
176.824276,12.134977
176.951305,12.134977
177.078334,12.134977
177.205363,11.486048
177.332392,11.486048
177.459421,11.486048
177.58645,11.486048
177.713479,11.486048
177.840508,11.486048
178.72971,10.966905
178.856739,10.966905
178.983768,11.09669
179.110797,11.09669
179.237826,11.09669
179.364855,11.09669
179.491884,11.09669
179.618913,11.09669
179.745942,11.09669
179.872971,11.09669
180.0,11.09669
180.127028,11.09669
180.254057,11.09669
180.381086,11.09669
180.508115,11.09669
180.635144,11.09669
180.762173,11.09669
180.889202,11.09669
181.016231,10.966905
181.14326,10.966905
184.318983,7.852044
184.446012,7.852044
184.573041,7.852044
184.70007,7.852044
184.827099,7.852044
184.954128,7.852044
185.081157,7.852044
185.208186,7.852044
185.335215,7.592472
185.462244,7.592472
185.589273,7.332901
185.716302,7.332901
185.843331,6.943543
185.970359,6.943543
186.097388,6.4244
186.224417,6.4244
186.351446,6.294614
186.478475,6.294614
186.605504,6.035042
186.732533,6.035042
186.859562,5.905256
186.986591,5.905256
187.11362,5.905256
187.240649,5.905256
187.367678,5.905256
187.494707,5.905256
187.621736,5.77547
187.748765,5.77547
187.87579300000002,5.645685
188.002822,5.645685
188.129851,5.77547
188.25688,5.77547
188.383909,5.905256
188.510938,5.905256
188.637967,5.905256
188.764996,5.905256
188.892025,5.905256
189.019054,5.905256
189.146083,5.905256
189.273112,5.905256
189.400141,5.77547
189.52717,5.77547
189.654199,5.515899
189.781227,5.515899
189.908256,4.347826
190.03528500000002,4.347826
190.162314,4.088254
190.289343,4.088254
190.416372,4.088254
190.543401,4.088254
190.67043,3.698897
190.797459,3.698897
190.924488,3.569111
191.051517,3.569111
191.17854599999998,3.698897
191.305575,3.698897
191.432604,3.698897
191.559633,3.698897
191.68666199999998,3.828683
191.81369,3.828683
191.940719,3.958469
192.067748,3.958469
192.194777,4.347826
192.32180599999998,4.347826
192.448835,4.607398
192.575864,4.607398
192.702893,4.86697
192.82992199999998,4.86697
192.956951,4.86697
193.08398,4.86697
193.211009,4.86697
193.33803799999998,4.86697
193.465067,4.86697
193.592096,4.86697
193.719124,4.86697
193.846153,4.86697
193.973182,4.86697
194.100211,4.86697
194.22724,4.86697
194.354269,4.86697
194.48129799999998,4.86697
194.608327,4.86697
194.735356,4.86697
194.862385,4.86697
194.98941399999998,4.86697
195.116443,4.86697
195.243472,4.86697
195.370501,4.86697
195.49752999999998,4.86697
195.624558,4.86697
195.751587,4.347826
195.878616,4.347826
196.005645,4.088254
196.132674,4.088254
196.259703,4.088254
196.386732,4.088254
196.513761,3.958469
196.64078999999998,3.958469
197.021877,3.049968
197.14890599999998,3.049968
197.275935,3.958469
197.402964,3.958469
197.529992,4.737184
197.657021,4.737184
197.78405,5.515899
197.911079,5.515899
198.038108,5.515899
198.165137,5.515899
198.292166,6.554186
198.419195,6.554186
198.546224,7.722258
198.673253,7.722258
198.80028199999998,8.500973
198.927311,8.500973
199.05434,8.500973
199.181369,8.500973
199.30839799999998,8.500973
199.435427,8.500973
199.562455,8.500973
199.689484,8.500973
201.086803,12.005191
201.213832,12.005191
201.340861,12.524335
201.46788899999999,12.524335
201.594918,13.043478
201.721947,13.043478
201.848976,13.562622
201.976005,13.562622
202.103034,13.951979
202.230063,13.951979
202.357092,14.081765
202.484121,14.081765
202.61115,14.211551
202.738179,14.211551
202.865208,14.211551
202.992237,14.211551
203.11926599999998,14.211551
203.246295,14.211551
203.373323,14.211551
203.500352,14.211551
203.62738099999999,14.211551
203.75441,14.211551
203.881439,14.211551
204.008468,14.211551
204.135497,14.081765
204.262526,14.081765
204.389555,13.692408
204.516584,13.692408
204.643613,13.30305
204.77064199999998,13.30305
204.897671,13.30305
205.0247,13.30305
205.151729,13.173264
205.27875699999998,13.173264
205.405786,12.654121
205.532815,12.654121
205.659844,12.524335
205.78687299999999,12.524335
205.913902,12.394549
206.040931,12.394549
206.16796,12.134977
206.294989,12.134977
206.422018,12.134977
206.549047,12.134977
206.676076,12.134977
206.803105,12.134977
206.93013399999998,12.134977
207.057163,12.134977
207.184192,12.134977
207.31122,12.134977
207.43824899999998,12.783907
207.565278,12.783907
207.692307,12.913692
207.819336,12.913692
207.946365,12.913692
208.073394,12.913692
208.200423,12.913692
208.327452,12.913692
208.454481,12.913692
208.58151,12.913692
208.708539,12.913692
208.835568,12.913692
208.962597,12.783907
209.08962599999998,12.783907
209.216654,12.783907
209.343683,12.783907
209.470712,13.822193
209.59774099999998,13.822193
209.72477,14.081765
209.851799,14.081765
209.978828,14.081765
210.105857,14.081765
210.232886,14.081765
210.359915,14.081765
210.486944,14.081765
210.613973,14.081765
210.741002,14.081765
210.868031,14.081765
210.99506,13.432836
211.122088,13.432836
211.24911699999998,13.432836
211.376146,13.432836
211.503175,13.432836
215.56810099999998,15.898767
215.69513,15.898767
215.822159,16.028553
215.949188,16.028553
216.07621699999999,16.028553
216.203246,16.028553
216.330275,16.028553
216.457304,16.028553
216.584333,16.028553
216.711362,16.028553
216.838391,16.028553
216.965419,16.028553
217.092448,16.028553
217.21947699999998,16.028553
217.346506,16.028553
217.473535,16.028553
217.600564,16.158339
217.72759299999998,16.158339
217.854622,17.06684
217.981651,17.06684
218.10868,17.585983
218.23570899999999,17.585983
218.362738,17.585983
218.489767,17.585983
218.616796,17.585983
218.743825,17.585983
218.87085299999998,17.585983
218.997882,17.585983
219.37896899999998,18.105127
219.505998,18.105127
219.633027,18.105127
219.760056,18.105127
219.88708499999998,18.105127
220.014114,18.105127
220.141143,18.105127
220.268172,18.105127
220.395201,18.105127
220.52223,18.105127
220.649259,18.105127
220.776287,18.105127
220.903316,18.105127
221.03034499999998,18.105127
222.427664,20.830629
222.554693,20.830629
222.681722,20.830629
222.80875,20.830629
222.935779,20.830629
223.062808,20.830629
223.18983699999998,20.830629
223.316866,20.830629
224.968242,17.585983
225.095271,17.585983
225.2223,17.585983
225.34932899999998,17.585983
225.476358,17.585983
225.603387,17.585983
225.730416,17.585983
225.85744499999998,17.585983
225.984474,17.456197
226.111503,17.456197
226.238532,17.06684
226.36556099999999,17.06684
226.49259,16.937054
226.619618,16.937054
226.746647,17.06684
226.873676,17.06684
227.00070499999998,17.326411
227.127734,17.326411
227.254763,17.326411
227.381792,17.326411
227.50882099999998,17.326411
227.63585,17.326411
227.762879,17.326411
227.889908,17.326411
231.065631,17.715769
231.19266,17.715769
231.31968899999998,17.845555
231.446718,17.845555
231.573747,17.845555
231.700776,17.845555
231.82780499999998,17.845555
231.954834,17.845555
232.081863,17.845555
232.208892,17.845555
232.33592099999998,17.326411
232.462949,17.326411
232.589978,17.326411
232.717007,17.326411
232.844036,17.326411
232.97106499999998,17.326411
233.098094,17.326411
233.225123,17.326411
235.13055699999998,17.06684
235.257586,17.06684
235.384615,17.06684
235.511644,17.06684
235.63867299999998,17.06684
235.765702,17.06684
235.892731,17.06684
236.01976,17.06684
236.14678899999998,16.677482
236.273817,16.677482
236.400846,16.288125
236.527875,16.288125
236.654904,16.288125
236.781933,16.288125
236.908962,16.288125
237.035991,16.288125
237.16302,16.288125
237.29004899999998,16.288125
237.417078,16.288125
237.544107,16.288125
